,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021,country_name,Region,IncomeGroup,2021,rule_of_law,no_corruption,enforcement
500,TR,Istanbul,M3 Phase 2,2015,2023,0.0,8.9,1.0,8.4,0.0,0.0,8.0,180,0.0,1058.8367617550075,118.97042266910198,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
501,TR,Istanbul,M8,2016,2022,0.0,14.3,1.0,14.3,0.0,0.0,11.0,100,0.0,2019.103134277567,141.19602337605363,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
502,TR,Istanbul,M5 Phase 2-M13,2016,2027,0.0,17.8,1.0,17.8,0.0,0.0,13.0,140,0.0,2089.056313732853,117.36271425465466,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
503,TR,Istanbul,M12 ,2017,2023,0.0,13.0,1.0,13.0,0.0,0.0,11.0,100,0.0,2411.614259053905,185.50878915799268,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
504,TR,Istanbul,M11 Phase 1,2016,2022,0.0,37.5,1.0,37.5,0.0,0.0,9.0,180,0.0,3593.0496720214974,95.81465792057328,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
505,TR,Istanbul,M11 Phase 2,2018,2022,0.0,32.0,1.0,32.0,0.0,0.0,7.0,180,0.0,3164.811835663864,98.90036986449572,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
506,UZ,Tashkent,Sergeli Line,2017,2020,0.0,6.94,0.0,0.0,6.94,0.0,6.0,,0.0,767.241335366995,110.55350653703098,Uzbekistan,Europe & Central Asia,Lower middle income,1993.424478,0.49,0.46,0.44
507,UZ,Tashkent,Yunusabad Line extension,2017,2020,0.0,2.9,1.0,2.9,0.0,0.0,2.0,,0.0,673.359484203945,232.1929255875673,Uzbekistan,Europe & Central Asia,Lower middle income,1993.424478,0.49,0.46,0.44
508,AT,Vienna,Lainz Tunnel,1999,2012,1.0,12.8,1.0,12.8,0.0,0.0,0.0,,0.0,2254.614695340502,176.1417730734767,Austria,Europe & Central Asia,High income,53637.70571,0.81,0.82,0.82
509,BR,Rio de Janeiro,Line 4,2010,2016,0.0,16.0,0.96,15.4,0.0,0.0,7.0,,0.0,7068.620775507928,441.7887984692455,Brazil,Latin America & Caribbean,Upper middle income,7696.785531,0.5,0.43,0.49
510,BR,Salvador,SkyRail Bahia,2020,2022,0.0,23.3,0.0,0.0,0.0,0.0,26.0,,0.0,1584.6999999999998,68.01287553648068,Brazil,Latin America & Caribbean,Upper middle income,7696.785531,0.5,0.43,0.49
511,BR,Sao Paulo,Line 17,2012,2021,0.0,7.7,0.0,0.0,0.0,0.0,8.0,,0.0,3375.7361243630394,438.4072888783168,Brazil,Latin America & Caribbean,Upper middle income,7696.785531,0.5,0.43,0.49
512,CA,Calgary,Green Line stage 1,2021,2027,0.0,20.0,0.2,4.0,0.0,0.0,15.0,,1.0,4620.0,231.0,Canada,North America,High income,52358.62164,0.8,0.82,0.8
513,CA,Vancouver,Millennium Line Phase 1,1998,2002,0.0,19.9,0.0,0.0,0.0,0.0,13.0,,1.0,1529.517073170732,76.86015443069006,Canada,North America,High income,52358.62164,0.8,0.82,0.8
514,CA,Vancouver,Canada Line,2005,2009,0.0,18.4,0.49,9.1,0.0,0.0,16.0,,1.0,2196.856256812416,119.3943617832835,Canada,North America,High income,52358.62164,0.8,0.82,0.8
515,CA,Vancouver,Evergreen Line,2012,2016,0.0,10.9,0.18,2.0,0.0,0.0,6.0,,1.0,1325.7998403284676,121.63301287417131,Canada,North America,High income,52358.62164,0.8,0.82,0.8
516,DE,Hamburg,U5-East,2021,2030,0.0,5.8,0.93,5.4,0.0,0.0,5.0,,0.0,2275.0,392.2413793103448,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
517,FR,Rennes,Line B,2014,2021,0.0,14.0,0.79,11.0,0.0,0.0,15.0,,0.0,1826.5617071917352,130.46869337083822,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
518,HK,Hong Kong,Tung Chung Line extension,2023,2029,0.0,1.8,1.0,1.8,0.0,0.0,1.0,,0.0,3559.5613269612977,1977.534070534054,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
519,HK,Hong Kong,West Island Line,2009,2016,0.0,3.0,1.0,3.0,0.0,0.0,3.0,,0.0,4004.3472956610376,1334.7824318870123,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
520,HK,Hong Kong,Airport Railway,1994,1998,0.0,34.0,0.2353,8.0,6.0,20.0,9.0,200,0.0,10986.2878138942,323.1261121733588,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
521,HK,Hong Kong,Quarry Bay Congestion Relief Works (Kwung Tung Extension),1997,2001,0.0,2.1,1.0,2.1,0.0,0.0,0.0,,0.0,919.167323529412,437.6987254901961,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
522,HK,Hong Kong,Tseung Kwan O Extension,1999,2002,0.0,4.0,1.0,4.0,0.0,0.0,5.0,200,0.0,4748.426666666667,1187.1066666666668,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
523,HK,Hong Kong,Penny's Bay Rail Link (Disneyland Resort Line),2001,2005,0.0,3.5,0.25,0.875,0.0,2.625,2.0,,0.0,622.9364673913044,177.98184782608698,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
524,HK,Hong Kong,South Island Line (East),2011,2016,0.0,7.0,0.71,5.0,2.0,0.0,5.0,,0.0,3544.278806389162,506.3255437698804,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
525,HK,Hong Kong,Kwun Tong Line extension,2011,2016,0.0,2.6,1.0,2.6,0.0,0.0,2.0,,0.0,1509.988603905442,580.7648476559392,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
526,HK,Hong Kong,Tuen Mun South Extension,2023,2030,0.0,2.4,0.0,0.0,0.0,0.0,2.0,,0.0,2235.170671302059,931.3211130425244,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
527,HK,Hong Kong,Sha Tin-Central Link,2012,2022,1.0,17.0,0.88,15.0,0.0,0.0,9.0,,0.0,16058.68684073107,944.628637690063,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
528,HK,Hong Kong,Modified Initial System,1975,1980,0.0,15.6,0.821,12.8,2.8,0.0,15.0,200,0.0,23080.74570747525,1479.5349812484135,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
529,HK,Hong Kong,Tsuen Wan Extension,1978,1982,0.0,10.5,0.8,8.4,2.0,0.1,10.0,200,0.0,7963.065105582526,758.3871529126214,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
530,HK,Hong Kong,Island Line,1981,1986,0.0,12.5,0.84,10.5,2.0,0.0,14.0,200,0.0,11678.49032421687,934.2792259373496,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
531,HK,Hong Kong,Eastern Harbour Crossing,1986,1989,0.0,4.6,1.0,4.6,0.0,0.0,1.0,200,0.0,1127.071091408451,245.01545465401108,"Hong Kong SAR, China",East Asia & Pacific,High income,49764.79312,0.75,0.85,0.81
532,IN,Delhi,Noida Metro,2015,2019,0.0,29.7,0.0,0.0,0.0,0.0,21.0,,0.0,2260.9722650130548,76.12701229000186,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
533,IN,Jaipur,Phase 1,2011,2020,0.0,12.1,0.23,2.8,0.0,0.0,11.0,,0.0,2427.7786386531466,200.6428626986072,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
534,IN,Lucknow,Line 1,2014,2019,0.0,22.9,0.15,3.4,0.0,0.0,22.0,,0.0,3910.886265817248,170.78105964267456,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
535,IT,Brescia,Metro,2003,2013,0.0,13.7,0.71,9.7,0.0,0.0,17.0,40,0.0,1171.460109705857,85.50803720480707,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
536,IT,Naples,Line 1 - city center,1999,2021,0.0,4.3,1.0,4.3,0.0,0.0,5.0,110,0.0,2512.044011096606,584.1962816503734,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
537,IT,Naples,Line 1 airport extension,2014,2024,0.0,3.5,1.0,3.5,0.0,0.0,4.0,110,0.0,898.3684076712157,256.67668790606166,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
538,IT,Naples,Line 6 (Mostra-Municipio),2002,2021,0.0,3.3,1.0,3.3,0.0,0.0,4.0,80,0.0,1237.1629197249033,374.897854462092,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
539,IT,Turin,Line 2 -phase 1-2,2024,2030,0.0,9.4,1.0,9.4,0.0,0.0,13.0,60,0.0,2488.0438157574454,264.6855123146218,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
540,JP,Osaka,Hanshin Namba Line,2003,2009,1.0,3.8,1.0,3.8,0.0,0.0,3.0,,0.0,1370.979166666667,360.7839912280703,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
541,RS,Belgrade,Metro Line 1,2021,2026,0.0,22.0,1.0,22.0,0.0,0.0,24.0,,0.0,5490.0,249.54545454545453,Serbia,Europe & Central Asia,Upper middle income,9230.174447,0.49,0.43,0.47
542,RS,Belgrade,Metro Line 2,2021,2026,0.0,20.0,1.0,20.0,0.0,0.0,21.0,,0.0,6710.0,335.5,Serbia,Europe & Central Asia,Upper middle income,9230.174447,0.49,0.43,0.47
543,SE,Gothenburg,West Link,2018,2026,1.0,8.0,0.75,6.0,0.0,0.0,3.0,,0.0,2829.2219990025037,353.6527498753129,Sweden,Europe & Central Asia,High income,61143.22124,0.86,0.9,0.84
544,TW,Taipei,"System to 2012, ex-Neihu",1988,2012,0.0,93.90000000000002,0.65,60.89999999999999,0.0,0.0,92.0,,0.0,58228.32221073172,620.1099276968233,Taiwan,East Asia & Pacific,High income,33190.0,,,
545,TW,Taipei,Neihu Line,2002,2009,0.0,14.8,0.26,3.8,0.0,0.0,12.0,,0.0,5869.78127655914,396.6068430107527,Taiwan,East Asia & Pacific,High income,33190.0,,,
546,TW,Taipei,Xinyi Line,2002,2013,0.0,6.5,1.0,6.5,0.0,0.0,7.0,,0.0,3384.282547674856,520.6588534884394,Taiwan,East Asia & Pacific,High income,33190.0,,,
547,TW,Taipei,Xinyi Line East Extension,2016,2022,0.0,1.4,1.0,1.4,0.0,0.0,1.0,,0.0,633.3942430678604,452.42445933418605,Taiwan,East Asia & Pacific,High income,33190.0,,,
548,US,Honolulu,HART,2011,2026,0.0,32.0,0.0,0.0,0.0,0.0,21.0,,1.0,12270.465857184388,383.45205803701214,United States,North America,High income,70219.47245,0.69,0.72,0.71
549,US,Los Angeles,Crenshaw/LAX Line,2014,2021,0.0,13.7,0.34,4.7,0.0,0.0,9.0,,1.0,2321.46295691906,169.44985087000438,United States,North America,High income,70219.47245,0.69,0.72,0.71
550,US,Miami,Metrorail extension to MIA,2009,2012,0.0,3.9,0.0,0.0,3.9,0.0,1.0,,1.0,628.787192280882,161.22748520022614,United States,North America,High income,70219.47245,0.69,0.72,0.71
551,US,Seattle,West Seattle and Ballard,2026,2036,0.0,19.0,0.32,6.0,0.0,0.0,13.0,,1.0,12920.783003813596,680.0412107270314,United States,North America,High income,70219.47245,0.69,0.72,0.71
552,US,Washington,Silver Line Phase 1,2009,2014,0.0,18.8,0.04,0.7,0.0,0.0,5.0,,1.0,3592.229626698794,191.0760439733401,United States,North America,High income,70219.47245,0.69,0.72,0.71
553,US,Washington,Silver Line Phase 2,2013,2022,0.0,18.3,0.0,0.0,0.0,0.0,6.0,,1.0,3371.648580287206,184.24309181897303,United States,North America,High income,70219.47245,0.69,0.72,0.71
554,TR,Adana,First stage,1996,2010,0.0,13.9,0.25,3.5,0.0,0.0,13.0,,0.0,1435.4958333333336,103.2730815347722,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
555,TR,Istanbul,M6,2013,2015,0.0,3.3,1.0,3.3,0.0,0.0,4.0,90,0.0,285.2363983509057,86.43527222754719,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
556,TR,Istanbul,M3 Phase 3,2017,2022,0.0,6.2,1.0,6.2,0.0,0.0,4.0,180,0.0,711.391656073351,114.74058968925016,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
557,TR,Istanbul,M7 Phase 3,2017,2027,0.0,18.5,0.972972972972973,18.0,0.0,0.0,11.0,180,0.0,3096.74765098856,167.3917649183005,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
558,TR,Istanbul,M9,2016,2023,0.0,13.4,1.0,13.4,0.0,0.0,12.0,90,0.0,1336.0619397939038,99.70611490999282,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
559,TR,Istanbul,M1A-M1B (LR),1987,2014,0.0,26.6,0.3646616541353383,9.7,0.0,0.0,23.0,100-140,0.0,3053.369268292684,114.7883183568678,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
560,DE,Munich,Second Trunk Line,2016,2028,1.0,7.2,1.0,7.2,0.0,0.0,3.0,210,0.0,5440.266315960297,755.5925438833747,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
561,TR,Istanbul,M1B,2017,2027,0.0,9.7,0.95,9.3,0.0,0.0,10.0,125,0.0,2715.657317501961,279.9646719074187,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
562,TR,Istanbul,M4 P4-M10,2017,2024,0.0,14.0,1.0,14.0,0.0,0.0,8.0,180,0.0,1188.5319557514947,84.89513969653534,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
563,PL,Łódź,Cross-City Line,2018,2023,1.0,5.25,1.0,5.25,0.0,0.0,2.0,,0.0,1033.7463987233932,196.90407594731295,Poland,Europe & Central Asia,High income,17999.83227,0.64,0.72,0.61
564,FR,Paris,RER D Gare de Lyon-Les Halles,1991,1995,1.0,2.5,1.0,2.5,0.0,0.0,0.0,,0.0,590.9060461956523,236.3624184782609,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
565,TW,Taipei,Keelung MRT,2023,2032,0.0,16.0,0.1,1.6,12.8,1.6,13.0,,0.0,2822.0,176.375,Taiwan,East Asia & Pacific,High income,33190.0,,,
566,CZ,Prague,Line C to Letnany,2004,2008,0.0,4.6,1.0,4.6,0.0,0.0,3.0,97,0.0,1391.1406250000002,302.4218750000001,Czechia,Europe & Central Asia,High income,26822.51419,0.73,0.65,0.71
567,CZ,Prague,Line D,2021,2029,0.0,10.5,0.9,9.5,1.0,0.0,10.0,97,0.0,5664.8,539.504761904762,Czechia,Europe & Central Asia,High income,26822.51419,0.73,0.65,0.71
568,DE,Munich,U3 to Moosach,2004,2010,0.0,1.7,1.0,1.7,0.0,0.0,2.0,120,0.0,294.0467922562722,172.96870132721895,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
569,DE,Munich,U5 to Pasing,2022,2029,0.0,3.8,1.0,3.8,0.0,0.0,3.0,120,0.0,1333.8000000000002,351.00000000000006,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
570,IT,Catania,Galatea-Stesicoro,2001,2016,0.0,1.9,1.0,1.9,0.0,0.0,2.0,80,0.0,130.41362143610027,68.6387481242633,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
571,IT,Catania,Borgo-Nesima,2007,2017,0.0,3.1,1.0,3.1,0.0,0.0,4.0,80,0.0,159.56490152181684,51.47254887800543,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
572,IT,Catania,Nesima-Monte Po,2015,2022,0.0,1.7,1.0,1.7,0.0,0.0,2.0,80,0.0,130.46340006451436,76.74317650853786,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
573,IT,Catania,Stesicoro-Aeroporto,2017,2025,0.0,6.4,1.0,6.4,0.0,0.0,8.0,80,0.0,570.2901306358696,89.10783291185462,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
574,IT,Catania,Monte-Po- MisterbiancoCentro,2019,2024,0.0,2.1,1.0,2.1,0.0,0.0,2.0,80,0.0,161.20000000000002,76.76190476190477,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
575,IT,Catania,Misterbianco Centro-Paterno',2022,2026,0.0,11.5,0.52,6.0,0.0,5.5,5.0,80,0.0,561.6,48.83478260869565,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
576,IT,Genova,Principe - De Ferrari,1998,2006,0.0,2.5,1.0,2.5,0.0,0.0,4.0,80,0.0,415.1157976653697,166.0463190661479,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
577,IT,Genova,De Ferrari - Brignole,2006,2012,0.0,1.5,0.87,1.3,0.0,0.2,1.0,80,0.0,328.3918391699334,218.9278927799556,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
578,IT,Genova,Brin-Canepari + Brignole Martinez,2020,2023,0.0,1.5,0.0,0.0,0.3,1.2,2.0,80,0.0,81.9,54.6,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
579,IT,Milan,M5 (Bignami Moza),2022,2029,0.0,12.6,1.0,12.6,0.0,0.0,12.0,50,0.0,1625.0,128.96825396825398,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
580,IT,Milan,M1 (Bisceglie - Baggio),2022,2027,0.0,3.3,1.0,3.3,0.0,0.0,3.0,110,0.0,514.8000000000001,156.00000000000003,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
581,IT,Milan,M1 (Sesto FS - Monza Bettola),2010,2022,0.0,1.9,1.0,1.9,0.0,0.0,2.0,110,0.0,212.5304218684736,111.85811677288083,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
582,IT,Milan,M2 (Famagosta-Assago),2001,2011,0.0,4.8,0.0,0.0,0.0,4.8,2.0,110,0.0,126.25842293906813,26.303838112305854,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
583,IT,Milan,M3 (Maciachini-Comasina),2001,2011,0.0,3.9,1.0,3.9,0.0,0.0,4.0,110,0.0,481.5856989247312,123.48351254480288,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
584,IT,Milan,M1 (Molino Dorino-Rho MilanoFiera),2003,2005,0.0,2.1,1.0,2.1,0.0,0.0,2.0,110,0.0,177.15614081524618,84.36006705487912,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
585,IT,Naples,Line 1 (Piscinola - Dante),1986,2003,0.0,13.7,0.7,9.6,4.1,0.0,14.0,110,0.0,3972.706304514156,289.97856237329603,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
586,IT,Naples,MCNE (Piscinola- Aversa),2001,2009,0.0,10.6,1.0,10.6,0.0,0.0,5.0,110,0.0,1102.0556630824374,103.9675153851356,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
587,IT,Naples,Line 1/MCNE (Piscinola-Secondigliano),1999,2023,0.0,3.3,1.0,3.3,0.0,0.0,4.0,110,0.0,631.6453158821587,191.40767147944203,Italy,Europe & Central Asia,High income,35770.04961,0.66,0.64,0.61
588,CA,Edmonton,Valley Line Southeast,2016,2023,0.0,13.1,0.03,0.4,,,12.0,125,1.0,1530.0668160856148,116.79899359432174,Canada,North America,High income,52358.62164,0.8,0.82,0.8
589,CN,Changzhou,Line 1 Phase 1,2019,2024,0.0,34.237,0.92,31.635,,,29.0,117,0.0,5567.983,162.63057510880043,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
590,CN,Changzhou,Line 2 Phase 1,2021,2026,0.0,19.79,1.0,19.79,,,15.0,117,0.0,3552.496,179.50965133906013,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
591,CN,Foshan,Guangfo Line,2007,2011,0.0,32.16,1.0,32.16,,,21.0,78,0.0,5813.196126122767,180.7585860112801,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
592,CN,Foshan,Line 11,2021,2026,0.0,36.4,0.66,24.0,,,18.0,117,0.0,6228.34,171.10824175824175,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
593,CN,Guilin,Line 1,2020,2025,0.0,29.27,0.06,1.9,,,13.0,,0.0,2076.6444516268634,70.94788013757646,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
594,CN,Harbin,Line 2 Phase 2 North and South Ext,2016,2021,0.0,14.1,1.0,14.1,,,11.0,117,0.0,2479.585439174691,175.85712334572278,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
595,CN,Harbin,Line 1 Phase 4,2016,2021,0.0,2.6,1.0,2.6,,,2.0,117,0.0,495.91708783493823,190.7373414749762,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
596,CN,Harbin,Line 2 Phase 1,2021,2026,0.0,28.7,1.0,28.7,,,19.0,117,0.0,4896.632,170.6143554006969,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
597,CN,Harbin,Line 3 Phase 2,2021,2026,0.0,32.18,1.0,32.2,,,31.0,117,0.0,6381.3,198.30018645121197,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
598,CN,Harbin,Line 4 Phase 1,2016,2021,0.0,32.2,1.0,32.2,,,27.0,,0.0,6733.137146833218,209.10363810041048,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
599,CN,Harbin,Line 5 Phase 1,2016,2021,0.0,36.1,1.0,36.1,,,25.0,,0.0,6299.563921468958,174.50315571936173,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
600,CN,Harbin,Line 1 Phase 1,2005,2010,0.0,14.4,1.0,14.4,,,16.0,117,0.0,2876.583111111111,199.7627160493827,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
601,KR,Incheon,Line 2 Goyang Extension Project,2020,2027,0.0,18.5,0.7835,14.49475,,,9.491350457729808,,0.0,2217.234003732454,119.85048668824074,"Korea, Rep.",East Asia & Pacific,High income,34997.78164,0.74,0.67,0.74
602,KR,Incheon,Line 2,2009,2016,0.0,29.1,0.7835,22.8,,,27.0,,0.0,3395.5104188262767,116.6842068325181,"Korea, Rep.",East Asia & Pacific,High income,34997.78164,0.74,0.67,0.74
603,CN,Jiaxing,Hujia Regional Railway (Zhejiang section),2020,2025,1.0,35.01,0.0,0.0,,,8.0,184,0.0,4253.880669677874,121.5047320673486,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
604,IN,Kanpur,Line 1 and 2,2019,2022,0.0,32.385,0.399,12.921,19.464,,31.0,,0.0,4785.048000000001,147.75507179249655,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
605,CN,Putian,F2 Line,2020,2025,1.0,23.8,0.63,14.9,,,13.578860396421756,,0.0,3385.588556514214,142.25162002160562,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
606,CN,Shaoxing,Hangshao Line,2016,2021,0.0,20.3,0.49,9.87,,,10.0,117,0.0,3226.346626143622,158.93333133712423,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
607,CN,Shijiazhuang,Line 6 Phase 1,2020,2025,0.0,15.76,1.0,15.76,,,11.0,,0.0,2518.0471281746145,159.77456397047047,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
608,CN,Shijiazhuang,Line 4,2020,2025,0.0,24.4,1.0,24.4,,,21.0,,0.0,4304.176552889948,176.400678397129,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
609,IN,Surat,Line 1 and 2,2021,2023,0.0,40.35,0.1603,6.47,33.88,,38.0,,0.0,5192.7696000000005,128.6931747211896,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
610,CN,Wenzhou,S3 Phase 1,2022,2027,0.0,31.17,0.09,2.8,,,12.0,138,0.0,2925.36,93.85178055822904,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
611,CN,Wuxi,Line S1,2019,2023,0.0,30.4,0.35,10.5,,,9.0,117,0.0,3442.317,113.23411184210526,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
612,CN,Wuxi,Line 4 Phase 1,2021,2026,0.0,24.4,1.0,24.4,,,18.0,117,0.0,4378.002,179.42631147540982,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
613,CN,Wuxi,Line 2 Phase 1,2010,2014,0.0,26.3,0.75,19.6,,,20.0,117,0.0,5799.389886451739,220.5091211578608,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
614,CN,Wuxi,Line 1 South,2014,2019,0.0,5.187,1.0,5.187,,,3.0,117,0.0,655.3595414168201,126.34654741022172,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
615,CN,Wuxi,Wuxi-Yixing Intercity,2022,2027,0.0,30.0,0.8471428571428571,25.41428571428571,,,6.0,92,0.0,3756.124,125.20413333333332,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
616,CN,Wuxi,Line 1 Phase 1,2014,2019,0.0,29.4,0.83,24.4,,,24.0,117,0.0,5632.617641592323,191.58563406776608,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
617,CN,Wuxi,Line 3 Phase 1,2020,2025,0.0,28.5,1.0,28.5,,,21.0,117,0.0,5139.188305520245,180.32239668492088,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
618,CN,Zibo,Line 1,2020,2025,0.0,20.82,0.62,12.86,,,15.0,,0.0,3366.043225978417,161.67354591635046,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
619,CN,Foshan,Line 2 Phase 2,2021,2026,0.0,23.5,0.54,12.7,,,10.0,117,0.0,2922.492,124.36136170212764,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
620,CN,Foshan,Line 3 Phase 1,2016,2022,0.0,69.5,0.86,59.5,,,37.0,117,0.0,10739.017088990327,154.5182314962637,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
621,CN,Foshan,Line 2 Phase 1,2014,2021,0.0,32.41,0.78,25.3,,,17.0,117,0.0,5286.548547790385,163.1147345816225,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
622,CN,Foshan,Line 4 Phase 1,2021,2026,0.0,55.91,0.88,49.1,,,33.0,117,0.0,10659.639,190.65710964049364,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
623,CN,Dalian,Line 4,2010,2022,0.0,24.484,1.0,24.484,,,18.0,117,0.0,5162.355193765182,210.84607064879845,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
624,CN,Dalian,Line 1 Phase 3,2010,2021,0.0,13.2,0.14,1.8,,,3.0,117,0.0,2040.34458994946,154.57155984465606,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
